Accepted_binomial,Annual_Mean_Temp_1,AnnualPrecipitation_1
Pseudathyrium alpestre ,-14,1392
Pseudathyrium alpestre ,126,152
Pseudathyrium alpestre ,99,465
Pseudathyrium alpestre ,78,369
Pseudathyrium alpestre ,68,1196
Pseudathyrium alpestre ,42,1333
Pseudathyrium alpestre ,80,746
Pseudathyrium alpestre ,80,746
Pseudathyrium alpestre ,80,746
Pseudathyrium alpestre ,80,746
Pseudathyrium alpestre ,80,746
Pseudathyrium alpestre ,1,1666
Pseudathyrium alpestre ,23,394
Pseudathyrium alpestre ,-6,1021
Pseudathyrium alpestre ,11,887
Pseudathyrium alpestre ,6,1015
Pseudathyrium alpestre ,20,801
Pseudathyrium alpestre ,66,574
Pseudathyrium alpestre ,55,1029
Pseudathyrium alpestre ,55,1029
Pseudathyrium alpestre ,55,1029
Pseudathyrium alpestre ,27,1211
Pseudathyrium alpestre ,18,1128
Pseudathyrium alpestre ,18,1128
Pseudathyrium alpestre ,18,1128
Pseudathyrium alpestre ,11,530
Pseudathyrium alpestre ,19,467
Pseudathyrium alpestre ,90,274
Pseudathyrium alpestre ,91,284
Pseudathyrium alpestre ,-5,1099
Pseudathyrium alpestre ,9,955
Pseudathyrium alpestre ,39,340
Pseudathyrium alpestre ,13,1059
Pseudathyrium alpestre ,-6,1228
Pseudathyrium alpestre ,-6,1232
Pseudathyrium alpestre ,45,1102
Pseudathyrium alpestre ,-19,1063
Pseudathyrium alpestre ,-29,832
Pseudathyrium alpestre ,-18,1574
Pseudathyrium alpestre ,3,2590
Pseudathyrium alpestre ,-11,1586
Pseudathyrium alpestre ,-11,1586
Pseudathyrium alpestre ,-45,656
Pseudathyrium alpestre ,-41,640
Pseudathyrium alpestre ,32,892
Pseudathyrium alpestre ,-4,1243
Pseudathyrium alpestre ,-5,1259
Pseudathyrium alpestre ,-4,1243
Pseudathyrium alpestre ,27,1175
Pseudathyrium alpestre ,13,906
Pseudathyrium alpestre ,3,991
Pseudathyrium alpestre ,3,991
Pseudathyrium alpestre ,-4,1243
Pseudathyrium alpestre ,32,892
Pseudathyrium alpestre ,-4,1243
Pseudathyrium alpestre ,3,991
Pseudathyrium alpestre ,32,892
Pseudathyrium alpestre ,32,892
Pseudathyrium alpestre ,25,822
Pseudathyrium alpestre ,32,892
Pseudathyrium alpestre ,33,895
Pseudathyrium alpestre ,36,846
Pseudathyrium alpestre ,33,895
Pseudathyrium alpestre ,11,1092
Pseudathyrium alpestre ,33,895
Pseudathyrium alpestre ,33,895
Pseudathyrium alpestre ,33,895
Pseudathyrium alpestre ,18,790
Pseudathyrium alpestre ,32,767
Pseudathyrium alpestre ,45,885
Pseudathyrium alpestre ,46,1082
Pseudathyrium alpestre ,45,885
Pseudathyrium alpestre ,20,679
Pseudathyrium alpestre ,23,803
Pseudathyrium alpestre ,23,803
Pseudathyrium alpestre ,23,803
Pseudathyrium alpestre ,13,771
Pseudathyrium alpestre ,23,803
Pseudathyrium alpestre ,13,771
Pseudathyrium alpestre ,10,829
Pseudathyrium alpestre ,16,811
Pseudathyrium alpestre ,-14,1154
Pseudathyrium alpestre ,32,650
Pseudathyrium alpestre ,8,979
Pseudathyrium alpestre ,8,979
Pseudathyrium alpestre ,8,979
Pseudathyrium alpestre ,32,736
Pseudathyrium alpestre ,32,736
Pseudathyrium alpestre ,32,736
Pseudathyrium alpestre ,23,762
Pseudathyrium alpestre ,32,665
Pseudathyrium alpestre ,4,1019
Pseudathyrium alpestre ,4,1019
Pseudathyrium alpestre ,32,755
Pseudathyrium alpestre ,26,803
Pseudathyrium alpestre ,27,734
Pseudathyrium alpestre ,27,734
Pseudathyrium alpestre ,32,666
Pseudathyrium alpestre ,48,1020
Pseudathyrium alpestre ,48,998
Pseudathyrium alpestre ,25,750
Pseudathyrium alpestre ,25,750
Pseudathyrium alpestre ,25,750
Pseudathyrium alpestre ,25,750
Pseudathyrium alpestre ,25,750
Pseudathyrium alpestre ,25,750
Pseudathyrium alpestre ,25,750
Pseudathyrium alpestre ,25,750
Pseudathyrium alpestre ,25,750
Pseudathyrium alpestre ,25,750
Pseudathyrium alpestre ,25,750
Pseudathyrium alpestre ,25,750
Pseudathyrium alpestre ,25,750
Pseudathyrium alpestre ,25,750
Pseudathyrium alpestre ,25,750
Pseudathyrium alpestre ,25,750
Pseudathyrium alpestre ,25,750
Pseudathyrium alpestre ,31,809
Pseudathyrium alpestre ,15,581
Pseudathyrium alpestre ,31,809
Pseudathyrium alpestre ,31,575
Pseudathyrium alpestre ,6,828
Pseudathyrium alpestre ,19,603
Pseudathyrium alpestre ,28,602
Pseudathyrium alpestre ,32,604
Pseudathyrium alpestre ,19,691
Pseudathyrium alpestre ,32,621
Pseudathyrium alpestre ,32,604
Pseudathyrium alpestre ,32,865
Pseudathyrium alpestre ,31,809
Pseudathyrium alpestre ,19,603
Pseudathyrium alpestre ,32,572
Pseudathyrium alpestre ,-11,762
Pseudathyrium alpestre ,-11,762
Pseudathyrium alpestre ,1,678
Pseudathyrium alpestre ,-11,762
Pseudathyrium alpestre ,-11,762
Pseudathyrium alpestre ,1,678
Pseudathyrium alpestre ,-11,762
Pseudathyrium alpestre ,1,678
Pseudathyrium alpestre ,28,507
Pseudathyrium alpestre ,1,678
Pseudathyrium alpestre ,1,678
Pseudathyrium alpestre ,-11,762
Pseudathyrium alpestre ,-11,762
Pseudathyrium alpestre ,-11,762
Pseudathyrium alpestre ,-11,762
Pseudathyrium alpestre ,15,457
Pseudathyrium alpestre ,45,1133
Pseudathyrium alpestre ,32,1067
Pseudathyrium alpestre ,32,1382
Pseudathyrium alpestre ,44,1029
Pseudathyrium alpestre ,77,2517
Pseudathyrium alpestre ,71,2226
Pseudathyrium alpestre ,58,1446
Pseudathyrium alpestre ,58,1446
Pseudathyrium alpestre ,58,1446
Pseudathyrium alpestre ,55,1196
Pseudathyrium alpestre ,112,1145
Pseudathyrium alpestre ,70,1022
Pseudathyrium alpestre ,50,1323
Pseudathyrium alpestre ,89,1144
Pseudathyrium alpestre ,79,1094
Pseudathyrium alpestre ,52,1336
Pseudathyrium alpestre ,52,1336
Pseudathyrium alpestre ,52,1336
Pseudathyrium alpestre ,52,1336
Pseudathyrium alpestre ,52,1336
Pseudathyrium alpestre ,52,1336
Pseudathyrium alpestre ,56,1498
Pseudathyrium alpestre ,56,1498
Pseudathyrium alpestre ,56,1498
Pseudathyrium alpestre ,37,2675
Pseudathyrium alpestre ,58,1880
Pseudathyrium alpestre ,58,1880
Pseudathyrium alpestre ,58,1880
Pseudathyrium alpestre ,58,1880
Pseudathyrium alpestre ,58,1880
Pseudathyrium alpestre ,58,1880
Pseudathyrium alpestre ,50,1707
Pseudathyrium alpestre ,31,1432
Pseudathyrium alpestre ,31,1432
Pseudathyrium alpestre ,54,1359
Pseudathyrium alpestre ,54,1359
Pseudathyrium alpestre ,48,1494
Pseudathyrium alpestre ,20,1578
Pseudathyrium alpestre ,67,1143
Pseudathyrium alpestre ,34,1435
Pseudathyrium alpestre ,34,1435
Pseudathyrium alpestre ,34,1435
Pseudathyrium alpestre ,34,1435
Pseudathyrium alpestre ,34,1435
Pseudathyrium alpestre ,40,1404
Pseudathyrium alpestre ,34,1435
Pseudathyrium alpestre ,131,894
Pseudathyrium alpestre ,45,1462
Pseudathyrium alpestre ,36,1387
Pseudathyrium alpestre ,34,1435
Pseudathyrium alpestre ,48,1494
Pseudathyrium alpestre ,47,1514
Pseudathyrium alpestre ,71,1129
Pseudathyrium alpestre ,33,1412
Pseudathyrium alpestre ,51,1446
Pseudathyrium alpestre ,85,955
Pseudathyrium alpestre ,33,1412
Pseudathyrium alpestre ,85,955
Pseudathyrium alpestre ,43,1572
Pseudathyrium alpestre ,43,1572
Pseudathyrium alpestre ,43,1572
Pseudathyrium alpestre ,38,954
Pseudathyrium alpestre ,49,887
Pseudathyrium alpestre ,53,872
Pseudathyrium alpestre ,49,887
Pseudathyrium alpestre ,53,894
Pseudathyrium alpestre ,48,939
Pseudathyrium alpestre ,53,872
Pseudathyrium alpestre ,53,872
Pseudathyrium alpestre ,49,887
Pseudathyrium alpestre ,53,872
Pseudathyrium alpestre ,53,894
Pseudathyrium alpestre ,47,947
Pseudathyrium alpestre ,48,939
Pseudathyrium alpestre ,48,939
Pseudathyrium alpestre ,47,947
Pseudathyrium alpestre ,47,947
Pseudathyrium alpestre ,49,887
Pseudathyrium alpestre ,49,887
Pseudathyrium alpestre ,81,853
Pseudathyrium alpestre ,47,938
Pseudathyrium alpestre ,61,889
Pseudathyrium alpestre ,61,889
Pseudathyrium alpestre ,75,774
Pseudathyrium alpestre ,47,954
Pseudathyrium alpestre ,47,954
Pseudathyrium alpestre ,47,946
Pseudathyrium alpestre ,59,854
Pseudathyrium alpestre ,47,919
Pseudathyrium alpestre ,43,931
Pseudathyrium alpestre ,43,931
Pseudathyrium alpestre ,54,881
Pseudathyrium alpestre ,54,881
Pseudathyrium alpestre ,59,788
Pseudathyrium alpestre ,93,618
Pseudathyrium alpestre ,133,490
Pseudathyrium alpestre ,38,1859
Pseudathyrium alpestre ,50,1446
Pseudathyrium alpestre ,27,1953
Pseudathyrium alpestre ,51,1431
Pseudathyrium alpestre ,32,2013
Pseudathyrium alpestre ,25,1146
Pseudathyrium alpestre ,38,1859
Pseudathyrium alpestre ,17,1151
Pseudathyrium alpestre ,32,2037
Pseudathyrium alpestre ,32,2013
Pseudathyrium alpestre ,32,2013
Pseudathyrium alpestre ,33,1675
Pseudathyrium alpestre ,60,1964
Pseudathyrium alpestre ,35,1624
Pseudathyrium alpestre ,25,1146
Pseudathyrium alpestre ,38,1859
Pseudathyrium alpestre ,-11,1556
Pseudathyrium alpestre ,54,1765
Pseudathyrium alpestre ,17,1151
Pseudathyrium alpestre ,92,922
Pseudathyrium alpestre ,36,938
Pseudathyrium alpestre ,32,1234
Pseudathyrium alpestre ,32,1234
Pseudathyrium alpestre ,-20,1295
Pseudathyrium alpestre ,9,1024
Pseudathyrium alpestre ,48,1009
Pseudathyrium alpestre ,48,1009
Pseudathyrium alpestre ,-20,1295
Pseudathyrium alpestre ,92,922
Pseudathyrium alpestre ,32,1234
Pseudathyrium alpestre ,92,922
Pseudathyrium alpestre ,17,1038
Pseudathyrium alpestre ,15,915
Pseudathyrium alpestre ,49,1053
Pseudathyrium alpestre ,15,1102
Pseudathyrium alpestre ,-3,1142
Pseudathyrium alpestre ,92,922
Pseudathyrium alpestre ,32,1234
Pseudathyrium alpestre ,32,1176
Pseudathyrium alpestre ,92,922
Pseudathyrium alpestre ,28,1252
Pseudathyrium alpestre ,28,1252
Pseudathyrium alpestre ,44,1284
Pseudathyrium alpestre ,39,1227
Pseudathyrium alpestre ,17,1038
Pseudathyrium alpestre ,7,1165
Pseudathyrium alpestre ,39,1227
Pseudathyrium alpestre ,15,915
Pseudathyrium alpestre ,32,1234
Pseudathyrium alpestre ,92,922
Pseudathyrium alpestre ,13,963
Pseudathyrium alpestre ,45,1158
Pseudathyrium alpestre ,45,1158
Pseudathyrium alpestre ,145,571
Pseudathyrium alpestre ,23,765
Pseudathyrium alpestre ,66,1706
Pseudathyrium alpestre ,30,3646
Pseudathyrium alpestre ,60,1954
Pseudathyrium alpestre ,26,3302
Pseudathyrium alpestre ,26,3302
Pseudathyrium alpestre ,48,2445
Pseudathyrium alpestre ,58,2478
Pseudathyrium alpestre ,41,2818
Pseudathyrium alpestre ,43,2574
Pseudathyrium alpestre ,62,2143
Pseudathyrium alpestre ,37,3290
Pseudathyrium alpestre ,19,3343
Pseudathyrium alpestre ,41,3017
Pseudathyrium alpestre ,41,3017
Pseudathyrium alpestre ,102,1425
Pseudathyrium alpestre ,32,1891
Pseudathyrium alpestre ,2,1840
Pseudathyrium alpestre ,18,1680
Pseudathyrium alpestre ,42,1943
Pseudathyrium alpestre ,18,1147
Pseudathyrium alpestre ,54,1563
Pseudathyrium alpestre ,3,2989
Pseudathyrium alpestre ,-9,1948
Pseudathyrium alpestre ,26,1348
Pseudathyrium alpestre ,16,3006
Pseudathyrium alpestre ,27,1863
Pseudathyrium alpestre ,5,1978
Pseudathyrium alpestre ,45,2191
Pseudathyrium alpestre ,10,1548
Pseudathyrium alpestre ,8,1751
Pseudathyrium alpestre ,10,1548
Pseudathyrium alpestre ,30,2291
Pseudathyrium alpestre ,25,2661
Pseudathyrium alpestre ,30,2291
Pseudathyrium alpestre ,9,1555
Pseudathyrium alpestre ,25,2661
Pseudathyrium alpestre ,9,1774
Pseudathyrium alpestre ,9,1774
Pseudathyrium alpestre ,37,1475
Pseudathyrium alpestre ,-9,1683
Pseudathyrium alpestre ,49,2062
Pseudathyrium alpestre ,51,2008
Pseudathyrium alpestre ,38,1813
Pseudathyrium alpestre ,47,2003
Pseudathyrium alpestre ,49,2183
Pseudathyrium alpestre ,37,2470
Pseudathyrium alpestre ,36,1612
Pseudathyrium alpestre ,33,2159
Pseudathyrium alpestre ,50,1899
Pseudathyrium alpestre ,101,1031
Pseudathyrium alpestre ,112,1124
Pseudathyrium alpestre ,52,2327
Pseudathyrium alpestre ,-9,1490
Pseudathyrium alpestre ,41,2410
Pseudathyrium alpestre ,12,647
Pseudathyrium alpestre ,1,1050
Pseudathyrium alpestre ,18,989
Pseudathyrium alpestre ,4,1896
Pseudathyrium alpestre ,4,1078
Pseudathyrium alpestre ,29,2183
Pseudathyrium alpestre ,4,1896
Pseudathyrium alpestre ,41,2410
Pseudathyrium alpestre ,21,784
Pseudathyrium alpestre ,38,1215
Pseudathyrium alpestre ,24,948
Pseudathyrium alpestre ,42,2189
Pseudathyrium alpestre ,27,977
Pseudathyrium alpestre ,39,1151
Pseudathyrium alpestre ,36,2160
Pseudathyrium alpestre ,7,949
Pseudathyrium alpestre ,21,1099
Pseudathyrium alpestre ,-43,944
Pseudathyrium alpestre ,0,769
Pseudathyrium alpestre ,9,759
Pseudathyrium alpestre ,-36,917
Pseudathyrium alpestre ,-2,1272
Pseudathyrium alpestre ,-6,1159
Pseudathyrium alpestre ,3,791
Pseudathyrium alpestre ,-4,912
Pseudathyrium alpestre ,18,1068
Pseudathyrium alpestre ,-14,1158
Pseudathyrium alpestre ,-6,844
Pseudathyrium alpestre ,14,911
Pseudathyrium alpestre ,-6,1159
Pseudathyrium alpestre ,3,791
Pseudathyrium alpestre ,-14,1158
Pseudathyrium alpestre ,9,871
Pseudathyrium alpestre ,2,1224
Pseudathyrium alpestre ,-12,1441
Pseudathyrium alpestre ,-3,1409
Pseudathyrium alpestre ,-15,1246
Pseudathyrium alpestre ,-24,801
Pseudathyrium alpestre ,2,1255
Pseudathyrium alpestre ,2,1255
Pseudathyrium alpestre ,9,1216
Pseudathyrium alpestre ,3,1333
Pseudathyrium alpestre ,0,1188
Pseudathyrium alpestre ,24,1033
Pseudathyrium alpestre ,-3,1376
Pseudathyrium alpestre ,3,1333
Pseudathyrium alpestre ,12,1377
Pseudathyrium alpestre ,6,1170
Pseudathyrium alpestre ,41,1349
Pseudathyrium alpestre ,30,1391
Pseudathyrium alpestre ,41,1349
Pseudathyrium alpestre ,48,2271
Pseudathyrium alpestre ,27,1590
Pseudathyrium alpestre ,41,1349
Pseudathyrium alpestre ,78,1303
Pseudathyrium alpestre ,26,1609
Pseudathyrium alpestre ,-4,329
Pseudathyrium alpestre ,60,896
Pseudathyrium alpestre ,14,493
Pseudathyrium alpestre ,14,1021
Pseudathyrium alpestre ,-20,888
Pseudathyrium alpestre ,-7,475
Pseudathyrium alpestre ,8,557
Pseudathyrium alpestre ,5,429
Pseudathyrium alpestre ,15,488
Pseudathyrium alpestre ,19,517
Pseudathyrium alpestre ,-26,545
Pseudathyrium alpestre ,-10,574
Pseudathyrium alpestre ,-22,575
Pseudathyrium alpestre ,7,505
Pseudathyrium alpestre ,13,517
Pseudathyrium alpestre ,-2,689
Pseudathyrium alpestre ,-7,680
Pseudathyrium alpestre ,3,583
Pseudathyrium alpestre ,-17,1084
Pseudathyrium alpestre ,10,707
Pseudathyrium alpestre ,17,1135
Pseudathyrium alpestre ,14,686
Pseudathyrium alpestre ,13,776
Pseudathyrium alpestre ,10,883
Pseudathyrium alpestre ,32,903
Pseudathyrium alpestre ,8,682
Pseudathyrium alpestre ,-3,1185
Pseudathyrium alpestre ,26,1142
Pseudathyrium alpestre ,21,635
Pseudathyrium alpestre ,48,1778
Pseudathyrium alpestre ,7,1630
Pseudathyrium alpestre ,48,1036
Pseudathyrium alpestre ,32,1121
Pseudathyrium alpestre ,44,1164
Pseudathyrium alpestre ,32,1121
Pseudathyrium alpestre ,32,1121
Pseudathyrium alpestre ,32,1121
Pseudathyrium alpestre ,32,1121
Pseudathyrium alpestre ,35,1017
Pseudathyrium alpestre ,32,1121
Pseudathyrium alpestre ,59,1000
Pseudathyrium alpestre ,32,1121
Pseudathyrium alpestre ,62,928
Pseudathyrium alpestre ,32,1121
Pseudathyrium alpestre ,44,1164
Pseudathyrium alpestre ,67,1023
Pseudathyrium alpestre ,71,1058
Pseudathyrium alpestre ,-3,495
Pseudathyrium alpestre ,-3,495
Pseudathyrium alpestre ,-3,495
Pseudathyrium alpestre ,-3,495
Pseudathyrium alpestre ,-3,495
Pseudathyrium alpestre ,-3,495
Pseudathyrium alpestre ,-3,495
Pseudathyrium alpestre ,-3,495
Pseudathyrium alpestre ,-3,495
Pseudathyrium alpestre ,-3,495
Pseudathyrium alpestre ,-30,617
Pseudathyrium alpestre ,-3,495
Pseudathyrium alpestre ,-30,617
Pseudathyrium alpestre ,36,491
Pseudathyrium alpestre ,9,446
Pseudathyrium alpestre ,7,372
Pseudathyrium alpestre ,-3,495
Pseudathyrium alpestre ,-30,617
Pseudathyrium alpestre ,-30,617
Pseudathyrium alpestre ,-3,806
Pseudathyrium alpestre ,28,628
Pseudathyrium alpestre ,7,989
Pseudathyrium alpestre ,24,643
Pseudathyrium alpestre ,24,975
Pseudathyrium alpestre ,30,626
Pseudathyrium alpestre ,34,1001
Pseudathyrium alpestre ,44,1064
Pseudathyrium alpestre ,41,758
Pseudathyrium alpestre ,23,774
Pseudathyrium alpestre ,25,1247
Pseudathyrium alpestre ,4,905
Pseudathyrium alpestre ,50,694
Pseudathyrium alpestre ,92,885
Pseudathyrium alpestre ,99,955
Pseudathyrium alpestre ,33,1060
Pseudathyrium alpestre ,52,1195
Pseudathyrium alpestre ,33,1060
Pseudathyrium alpestre ,33,1060
Pseudathyrium alpestre ,33,1060
Pseudathyrium alpestre ,33,1060
Pseudathyrium alpestre ,61,1012
Pseudathyrium alpestre ,56,1175
Pseudathyrium alpestre ,49,1072
Pseudathyrium alpestre ,125,783
Pseudathyrium alpestre ,53,947
Pseudathyrium alpestre ,53,947
Pseudathyrium alpestre ,53,947
Pseudathyrium alpestre ,22,358
Pseudathyrium alpestre ,22,358
Pseudathyrium alpestre ,22,358
Pseudathyrium alpestre ,22,358
Pseudathyrium alpestre ,-1,726
Pseudathyrium alpestre ,9,682
Pseudathyrium alpestre ,2,874
Pseudathyrium alpestre ,11,924
Pseudathyrium alpestre ,33,787
Pseudathyrium alpestre ,34,917
Pseudathyrium alpestre ,32,1043
Pseudathyrium alpestre ,32,1039
Pseudathyrium alpestre ,28,739
Pseudathyrium alpestre ,32,881
Pseudathyrium alpestre ,36,829
Pseudathyrium alpestre ,34,907
Pseudathyrium alpestre ,32,881
Pseudathyrium alpestre ,38,797
Pseudathyrium alpestre ,40,788
Pseudathyrium alpestre ,28,1011
Pseudathyrium alpestre ,33,888
Pseudathyrium alpestre ,34,917
Pseudathyrium alpestre ,38,932
Pseudathyrium alpestre ,43,674
Pseudathyrium alpestre ,31,938
Pseudathyrium alpestre ,29,1052
Pseudathyrium alpestre ,39,955
Pseudathyrium alpestre ,31,938
Pseudathyrium alpestre ,36,935
Pseudathyrium alpestre ,33,905
Pseudathyrium alpestre ,34,864
Pseudathyrium alpestre ,34,877
Pseudathyrium alpestre ,36,829
Pseudathyrium alpestre ,29,736
Pseudathyrium alpestre ,62,966
Pseudathyrium alpestre ,55,905
Pseudathyrium alpestre ,55,905
Pseudathyrium alpestre ,55,905
Pseudathyrium alpestre ,55,905
Pseudathyrium alpestre ,39,1015
Pseudathyrium alpestre ,55,905
Pseudathyrium alpestre ,44,1024
Pseudathyrium alpestre ,55,905
Pseudathyrium alpestre ,56,839
Pseudathyrium alpestre ,43,896
Pseudathyrium alpestre ,52,778
Pseudathyrium alpestre ,38,996
Pseudathyrium alpestre ,44,905
Pseudathyrium alpestre ,39,982
Pseudathyrium alpestre ,32,1068
Pseudathyrium alpestre ,84,695
Pseudathyrium alpestre ,84,695
Pseudathyrium alpestre ,84,695
Pseudathyrium alpestre ,84,695
Pseudathyrium alpestre ,84,695
Pseudathyrium alpestre ,37,2143
Pseudathyrium alpestre ,54,1145
Pseudathyrium alpestre ,59,895
Pseudathyrium alpestre ,29,1128
Pseudathyrium alpestre ,8,635
Pseudathyrium alpestre ,15,608
Pseudathyrium alpestre ,36,584
Pseudathyrium alpestre ,8,613
Pseudathyrium alpestre ,-7,685
Pseudathyrium alpestre ,45,426
Pseudathyrium alpestre ,13,902
Pseudathyrium alpestre ,35,741
Pseudathyrium alpestre ,-4,664
Pseudathyrium alpestre ,34,741
Pseudathyrium alpestre ,21,885
Pseudathyrium alpestre ,11,730
Pseudathyrium alpestre ,20,762
Pseudathyrium alpestre ,14,691
Pseudathyrium alpestre ,-2,839
Pseudathyrium alpestre ,33,719
Pseudathyrium alpestre ,40,763
Pseudathyrium alpestre ,34,774
Pseudathyrium alpestre ,83,864
Pseudathyrium alpestre ,83,864
Pseudathyrium alpestre ,83,864
Pseudathyrium alpestre ,83,864
Pseudathyrium alpestre ,83,864
Pseudathyrium alpestre ,29,1325
Pseudathyrium alpestre ,89,711
Pseudathyrium alpestre ,23,771
Pseudathyrium alpestre ,14,1107
Pseudathyrium alpestre ,15,942
Pseudathyrium alpestre ,51,636
Pseudathyrium alpestre ,51,636
Pseudathyrium alpestre ,14,1107
Pseudathyrium alpestre ,15,942
Pseudathyrium alpestre ,-13,721
Pseudathyrium alpestre ,12,589
Pseudathyrium alpestre ,-9,855
Pseudathyrium alpestre ,-9,855
Pseudathyrium alpestre ,-4,852
Pseudathyrium alpestre ,-24,952
Pseudathyrium alpestre ,6,994
Pseudathyrium alpestre ,20,855
Pseudathyrium alpestre ,-24,952
Pseudathyrium alpestre ,20,855
Pseudathyrium alpestre ,20,855
Pseudathyrium alpestre ,-24,952
Pseudathyrium alpestre ,-8,1048
Pseudathyrium alpestre ,20,855
Pseudathyrium alpestre ,9,1064
Pseudathyrium alpestre ,-15,1018
Pseudathyrium alpestre ,-4,852
Pseudathyrium alpestre ,29,594
Pseudathyrium alpestre ,-24,952
Pseudathyrium alpestre ,27,690
Pseudathyrium alpestre ,8,694
Pseudathyrium alpestre ,5,766
Pseudathyrium alpestre ,5,766
Pseudathyrium alpestre ,5,766
Pseudathyrium alpestre ,5,766
Pseudathyrium alpestre ,5,766
Pseudathyrium alpestre ,-5,757
Pseudathyrium alpestre ,5,766
Pseudathyrium alpestre ,17,640
Pseudathyrium alpestre ,-3,792
Pseudathyrium alpestre ,32,524
Pseudathyrium alpestre ,1,908
Pseudathyrium alpestre ,-4,826
Pseudathyrium alpestre ,5,627
Pseudathyrium alpestre ,10,694
Pseudathyrium alpestre ,7,739
Pseudathyrium alpestre ,40,763
Pseudathyrium alpestre ,83,913
Pseudathyrium alpestre ,88,712
Pseudathyrium alpestre ,41,974
Pseudathyrium alpestre ,18,888
Pseudathyrium alpestre ,2,1279
Pseudathyrium alpestre ,2,1279
Pseudathyrium alpestre ,70,683
Pseudathyrium alpestre ,-15,1385
Pseudathyrium alpestre ,-15,1385
Pseudathyrium alpestre ,-7,1249
Pseudathyrium alpestre ,60,1514
Pseudathyrium alpestre ,22,1930
Pseudathyrium alpestre ,7,853
Pseudathyrium alpestre ,2,1089
Pseudathyrium alpestre ,-22,873
Pseudathyrium alpestre ,-3,746
Pseudathyrium alpestre ,-3,817
Pseudathyrium alpestre ,-22,873
Pseudathyrium alpestre ,-22,873
Pseudathyrium alpestre ,-3,817
Pseudathyrium alpestre ,-22,873
Pseudathyrium alpestre ,-22,873
Pseudathyrium alpestre ,-22,873
Pseudathyrium alpestre ,-22,873
Pseudathyrium alpestre ,10,793
Pseudathyrium alpestre ,25,740
Pseudathyrium alpestre ,63,561
Pseudathyrium alpestre ,88,663
Pseudathyrium alpestre ,88,663
Pseudathyrium alpestre ,88,663
Pseudathyrium alpestre ,88,663
Pseudathyrium alpestre ,52,1322
Pseudathyrium alpestre ,32,1485
Pseudathyrium alpestre ,56,1328
Pseudathyrium alpestre ,43,1191
Pseudathyrium alpestre ,17,900
Pseudathyrium alpestre ,34,1364
Pseudathyrium alpestre ,34,1364
Pseudathyrium alpestre ,55,1761
Pseudathyrium alpestre ,55,1754
Pseudathyrium alpestre ,3,995
Pseudathyrium alpestre ,-9,765
Pseudathyrium alpestre ,-8,986
Pseudathyrium alpestre ,-50,1711
Pseudathyrium alpestre ,7,891
Pseudathyrium alpestre ,-13,1400
Pseudathyrium alpestre ,26,637
Pseudathyrium alpestre ,49,1072
Pseudathyrium alpestre ,49,1072
Pseudathyrium alpestre ,49,1072
Pseudathyrium alpestre ,49,1072
Pseudathyrium alpestre ,49,1072
Pseudathyrium alpestre ,49,1072
Pseudathyrium alpestre ,49,1072
Pseudathyrium alpestre ,49,1072
Pseudathyrium alpestre ,49,1072
Pseudathyrium alpestre ,50,1201
Pseudathyrium alpestre ,34,1221
Pseudathyrium alpestre ,49,804
Pseudathyrium alpestre ,34,1496
Pseudathyrium alpestre ,34,1496
Pseudathyrium alpestre ,102,1312
Pseudathyrium alpestre ,9,1054
Pseudathyrium alpestre ,-21,734
Pseudathyrium alpestre ,-21,734
Pseudathyrium alpestre ,-25,836
Pseudathyrium alpestre ,-21,734
Pseudathyrium alpestre ,-15,802
Pseudathyrium alpestre ,-25,836
Pseudathyrium alpestre ,-7,743
Pseudathyrium alpestre ,-7,743
Pseudathyrium alpestre ,22,1082
Pseudathyrium alpestre ,22,1082
Pseudathyrium alpestre ,19,1185
Pseudathyrium alpestre ,79,1040
Pseudathyrium alpestre ,41,1276
Pseudathyrium alpestre ,59,1048
Pseudathyrium alpestre ,-14,1078
Pseudathyrium alpestre ,10,920
Pseudathyrium alpestre ,-5,559
Pseudathyrium alpestre ,-24,564
Pseudathyrium alpestre ,-29,608
Pseudathyrium alpestre ,89,604
Pseudathyrium alpestre ,89,604
Pseudathyrium alpestre ,89,604
Pseudathyrium alpestre ,89,604
Pseudathyrium alpestre ,49,805
Pseudathyrium alpestre ,45,996
Pseudathyrium alpestre ,45,996
Pseudathyrium alpestre ,44,913
Pseudathyrium alpestre ,20,893
Pseudathyrium alpestre ,-16,889
Pseudathyrium alpestre ,21,1178
Pseudathyrium alpestre ,21,1178
Pseudathyrium alpestre ,21,1178
Pseudathyrium alpestre ,-37,635
Pseudathyrium alpestre ,-37,635
Pseudathyrium alpestre ,-37,635
Pseudathyrium alpestre ,-6,635
Pseudathyrium alpestre ,-8,643
Pseudathyrium alpestre ,-25,909
Pseudathyrium alpestre ,-11,629
Pseudathyrium alpestre ,-15,959
Pseudathyrium alpestre ,-17,1013
Pseudathyrium alpestre ,-22,592
Pseudathyrium alpestre ,-27,746
Pseudathyrium alpestre ,-37,635
Pseudathyrium alpestre ,-12,753
Pseudathyrium alpestre ,-7,476
Pseudathyrium alpestre ,-4,434
Pseudathyrium alpestre ,-1,558
Pseudathyrium alpestre ,-25,909
Pseudathyrium alpestre ,-5,619
Pseudathyrium alpestre ,-26,693
Pseudathyrium alpestre ,59,1258
Pseudathyrium alpestre ,59,1258
Pseudathyrium alpestre ,59,1258
Pseudathyrium alpestre ,0,515
